"OTU_ID","taxonomy","Taxon","Taxon Level","Trophic Mode","Guild","Growth Morphology","Trait","Confidence Ranking"
"ASV_212",";Cylindrocarpon;NA","Cylindrocarpon","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable"
"ASV_2120",";Claroideoglomus;NA","Claroideoglomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2125",";Glomus;macrocarpum","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2126",";Endogone;NA","Endogone","13","Symbiotroph","Ectomycorrhizal","Gasteroid","Hypogeous","Probable"
"ASV_2127",";Acaulospora;spinosa","Acaulospora","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_213",";Coprinopsis;friesii","Coprinopsis","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2130",";Septoglomus;NA","Septoglomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2133",";Fusarium;armeniacum","Fusarium","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph","Microfungus","NULL","Possible"
"ASV_214",";Lachnum;NA","Lachnum","13","Saprotroph","Undefined Saprotroph","Microfungus","NULL","Probable"
"ASV_2141",";Massariosphaeria;roumeguerei","Massariosphaeria","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2145",";Archaeospora;NA","Archaeospora","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2148",";Pyrenophora;tritici-repentis","Pyrenophora","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable"
"ASV_2149",";Mortierella;clonocystis","Mortierella","13","Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Microfungus","NULL","Probable"
"ASV_2150",";Herpotrichia;australis","Herpotrichia","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2151",";Paraglomus;NA","Paraglomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2152",";Merismodes;fasciculata","Merismodes","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2154",";Glomus;indicum","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2160",";Phaeosphaeria;juncicola","Phaeosphaeria","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2161",";Gongronella;butleri","Gongronella","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2163",";Aspergillus;caninus","Aspergillus","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Plant Saprotroph-Soil Saprotroph-Undefined Saprotroph-Wood Saprotroph","Microfungus","NULL","Probable"
"ASV_2164",";Veronaea;japonica","Veronaea","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable"
"ASV_2167",";Gibberella;NA","Gibberella","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable"
"ASV_2170",";Funneliformis;mosseae","Funneliformis","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2171",";Cladophialophora;chaetospira","Cladophialophora","13","Saprotroph","Undefined Saprotroph","Facultative Yeast","NULL","Probable"
"ASV_2172",";Glomus;macrocarpum","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2176",";Trichoderma;NA","Trichoderma","13","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Epiphyt-Fungal Parasite-Plant Pathogen-Wood Saprotroph","Microfungus","NULL","Possible"
"ASV_2177",";Coniochaeta;NA","Coniochaeta","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","Microfungus","NULL","Possible"
"ASV_2178",";Mortierella;cystojenkinii","Mortierella","13","Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Microfungus","NULL","Probable"
"ASV_2179",";Septoglomus;NA","Septoglomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2186",";Funneliformis;mosseae","Funneliformis","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2189",";Thanatephorus;cucumeris","Thanatephorus","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable"
"ASV_2190",";Leptodiscella;africana","Leptodiscella","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2192",";Biappendiculispora;NA","Biappendiculispora","13","Saprotroph","Plant Saprotroph","Microfungus","NULL","Highly Probable"
"ASV_2194",";Marchandiobasidium;NA","Marchandiobasidium","13","Pathotroph-Symbiotroph","Lichen Parasite-Lichenized","NULL","NULL","Highly Probable"
"ASV_220",";Nectria;ramulariae","Nectria","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph","Microfungus","NULL","Possible"
"ASV_2200",";Chalara;heteroderae","Chalara","13","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Wood Saprotroph","NULL","Soft Rot","Probable"
"ASV_2204",";Rhizophagus;irregularis","Rhizophagus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2206",";Funneliformis;mosseae","Funneliformis","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2208",";Metarhizium;marquandii","Metarhizium","13","Pathotroph","Animal Pathogen","NULL","NULL","Probable"
"ASV_221",";Ustilago;NA","Ustilago","13","Pathotroph","Plant Pathogen","Facultative Yeast-Smut","NULL","Probable"
"ASV_2211",";Sarocladium;NA","Sarocladium","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2212",";Cryptococcus;NA","Cryptococcus","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Epiphyte-Undefined Saprotroph","Yeast","NULL","Possible"
"ASV_2216",";Waitea;circinata","Waitea","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable"
"ASV_2218",";Glomus;NA","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_222",";Mucor;hiemalis","Mucor","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2223",";Oliveonia;pauxilla","Oliveonia","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2226",";Iodophanus;NA","Iodophanus","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2229",";Paraglomus;brasilianum","Paraglomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2230",";Spizellomyces;lactosolyticus","Spizellomyces","13","Pathotroph-Saprotroph","Plant Pathogen-Undefined Parasite-Undefined Saprotroph","Microfungus","NULL","Probable"
"ASV_2233",";Drechslera;NA","Drechslera","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable"
"ASV_2235",";Verticillium;NA","Verticillium","13","Pathotroph-Symbiotroph","Endophyte-Fungal Parasite-Plant Pathogen","Microfungus","NULL","Probable"
"ASV_2239",";Trichopeziza;mollissima","Trichopeziza","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2243",";Sporidesmiella;NA","Sporidesmiella","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2245",";Glomus;macrocarpum","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2248",";Glomus;compressum","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_225",";Septoglomus;viscosum","Septoglomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2254",";Gongronella;butleri","Gongronella","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_226",";Scutellinia;NA","Scutellinia","13","Saprotroph","Undefined Saprotroph","Pezizoid","NULL","Probable"
"ASV_2266",";Podospora;glutinoides","Podospora","13","Saprotroph-Symbiotroph","Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph","Microfungus","NULL","Possible"
"ASV_227",";Marasmius;NA","Marasmius","13","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Undefined Saprotroph","Agaricoid","NULL","Probable"
"ASV_2272",";Gaeumannomyces;NA","Gaeumannomyces","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable"
"ASV_2273",";Clonostachys;phyllophila","Clonostachys","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable"
"ASV_2274",";Rhizophagus;NA","Rhizophagus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2283",";Nigrospora;bambusae","Nigrospora","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2290",";Mortierella;NA","Mortierella","13","Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Microfungus","NULL","Probable"
"ASV_2295",";Fusarium;algeriense","Fusarium","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph","Microfungus","NULL","Possible"
"ASV_2296",";Glomus;NA","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2297",";Metarhizium;rileyi","Metarhizium","13","Pathotroph","Animal Pathogen","NULL","NULL","Probable"
"ASV_2298",";Acrocalymma;NA","Acrocalymma","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_230",";Colletotrichum;spaethianum","Colletotrichum","13","Pathotroph-Symbiotroph","Endophyte-Plant Pathogen","Microfungus","NULL","Probable"
"ASV_2302",";Dactylaria;mitrata","Dactylaria","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable"
"ASV_2303",";Endogone;NA","Endogone","13","Symbiotroph","Ectomycorrhizal","Gasteroid","Hypogeous","Probable"
"ASV_2311",";Monocillium;griseo-ochraceum","Monocillium","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2312",";Glomus;NA","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2314",";Glomus;macrocarpum","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2315",";Funneliformis;mosseae","Funneliformis","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2317",";Alternaria;NA","Alternaria","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph","Microfungus","Soft Rot","Possible"
"ASV_232",";Murispora;NA","Murispora","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2320",";Funneliformis;mosseae","Funneliformis","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2321",";Phialocephala;humicola","Phialocephala","13","Symbiotroph","Endophyte","NULL","NULL","Highly Probable"
"ASV_2322",";Macrocystidia;cucumis","Macrocystidia","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2323",";Coniella;fragariae","Coniella","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable"
"ASV_2326",";Thanatephorus;cucumeris","Thanatephorus","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable"
"ASV_2330",";Lectera;longa","Lectera","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable"
"ASV_2331",";Paraglomus;NA","Paraglomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2334",";Ilyonectria;robusta","Ilyonectria","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable"
"ASV_2336",";Hyphoderma;obtusiforme","Hyphoderma","13","Saprotroph","Undefined Saprotroph","Corticioid","White Rot","Probable"
"ASV_234",";Articulospora;proliferata","Articulospora","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2340",";Ramicandelaber;NA","Ramicandelaber","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2341",";Herpotrichia;australis","Herpotrichia","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2342",";Podospora;decidua","Podospora","13","Saprotroph-Symbiotroph","Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph","Microfungus","NULL","Possible"
"ASV_2348",";Septoglomus;NA","Septoglomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2349",";Glomus;aggregatum","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2350",";Chrysozyma;griseoflava","Chrysozyma","13","Saprotroph","Undefined Saprotroph","Yeast","NULL","Probable"
"ASV_2354",";Crocicreas;NA","Crocicreas","13","Saprotroph","Undefined Saprotroph","Pezizoid","NULL","Probable"
"ASV_2355",";Mortierella;beljakovae","Mortierella","13","Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Microfungus","NULL","Probable"
"ASV_2356",";Filobasidium;stepposum","Filobasidium","13","Saprotroph","Undefined Saprotroph","Facultative Yeast","NULL","Highly Probable"
"ASV_2357",";Cyphellophora;fusarioides","Cyphellophora","13","Pathotroph-Saprotroph","Animal Pathogen-Undefined Saprotroph","Facultative Yeast-Microfungus","NULL","Probable"
"ASV_2362",";Funneliformis;mosseae","Funneliformis","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2371",";Flagelloscypha;NA","Flagelloscypha","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2374",";Apodus;deciduus","Apodus","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2376",";Diversispora;NA","Diversispora","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2382",";Glomus;macrocarpum","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2383",";Glomus;macrocarpum","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2387",";Phaeosphaeria;NA","Phaeosphaeria","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_239",";Plectosphaerella;oratosquillae","Plectosphaerella","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable"
"ASV_2395",";Phaeosphaeria;NA","Phaeosphaeria","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2396",";Funneliformis;mosseae","Funneliformis","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_240",";Gigaspora;NA","Gigaspora","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2400",";Ganoderma;NA","Ganoderma","13","Pathotroph-Saprotroph","Plant Pathogen-Wood Saprotroph","Polyporoid","White Rot","Highly Probable"
"ASV_2405",";Claroideoglomus;claroideum","Claroideoglomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2409",";Leucosporidium;golubevii","Leucosporidium","13","Saprotroph","Soil Saprotroph-Undefined Saprotroph","Yeast","NULL","Probable"
"ASV_2413",";Arnium;NA","Arnium","13","Saprotroph","Dung Saprotroph-Undefined Saprotroph","NULL","NULL","Highly Probable"
"ASV_2416",";Mortierella;elongata","Mortierella","13","Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Microfungus","NULL","Probable"
"ASV_2418",";Murispora;cicognanii","Murispora","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2421",";Glomus;macrocarpum","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2422",";Conidiobolus;coronatus","Conidiobolus","13","Pathotroph","Animal Pathogen","NULL","NULL","Probable"
"ASV_2428",";Psathyrella;bipellis","Psathyrella","13","Saprotroph","Wood Saprotroph","Agaricoid","NULL","Probable"
"ASV_2438",";Veronaea;japonica","Veronaea","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable"
"ASV_2442",";Oliveonia;pauxilla","Oliveonia","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2448",";Claroideoglomus;claroideum","Claroideoglomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2456",";Chrysosporium;pseudomerdarium","Chrysosporium","13","Saprotroph","Undefined Saprotroph-Wood Saprotroph","NULL","Soft Rot","Highly Probable"
"ASV_2457",";Didymella;NA","Didymella","13","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Undefined Saprotroph","Microfungus","NULL","Probable"
"ASV_2458",";Scytalidium;aurantiacum","Scytalidium","13","Saprotroph","Wood Saprotroph","NULL","Soft Rot","Probable"
"ASV_2460",";Mortierella;NA","Mortierella","13","Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Microfungus","NULL","Probable"
"ASV_2461",";Endogone;NA","Endogone","13","Symbiotroph","Ectomycorrhizal","Gasteroid","Hypogeous","Probable"
"ASV_2462",";Thelebolus;spongiae","Thelebolus","13","Saprotroph-Symbiotroph","Dung Saprotroph-Endophyte-Undefined Saprotroph","Microfungus","NULL","Probable"
"ASV_2466",";Claroideoglomus;NA","Claroideoglomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2467",";Iodophanus;NA","Iodophanus","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2470",";Acaulospora;spinosa","Acaulospora","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2471",";Dictyosporium;heptasporum","Dictyosporium","13","Saprotroph","Undefined Saprotroph","Microfungus","NULL","Probable"
"ASV_2472",";Monocillium;NA","Monocillium","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_248",";Septoglomus;viscosum","Septoglomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2480",";Iodophanus;NA","Iodophanus","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2483",";Glomus;compressum","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2490",";Glomus;NA","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2494",";Crocicreas;NA","Crocicreas","13","Saprotroph","Undefined Saprotroph","Pezizoid","NULL","Probable"
"ASV_2497",";Basidiobolus;magnus","Basidiobolus","13","Pathotroph-Saprotroph-Symbiotroph","Animal Endosymbiont-Animal Pathogen-Undefined Saprotroph","Microfungus","NULL","Probable"
"ASV_2500",";Pyrenochaeta;NA","Pyrenochaeta","13","Saprotroph","Undefined Saprotroph-Wood Saprotroph","NULL","Soft Rot","Highly Probable"
"ASV_2505",";Arthrobotrys;conoides","Arthrobotrys","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2506",";Mortierella;minutissima","Mortierella","13","Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Microfungus","NULL","Probable"
"ASV_2507",";Mortierella;alpina","Mortierella","13","Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Microfungus","NULL","Probable"
"ASV_251",";Didymella;NA","Didymella","13","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Undefined Saprotroph","Microfungus","NULL","Probable"
"ASV_2513",";Funneliformis;mosseae","Funneliformis","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2514",";Schizothecium;NA","Schizothecium","13","Saprotroph","Dung Saprotroph","NULL","NULL","Highly Probable"
"ASV_2519",";Phaeosphaeria;tofieldiae","Phaeosphaeria","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_252",";Mariannaea;fusiformis","Mariannaea","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2526",";Articulospora;proliferata","Articulospora","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_253",";Orbilia;NA","Orbilia","13","Saprotroph","Wood Saprotroph","Microfungus","NULL","Probable"
"ASV_2532",";Podospora;multipilosa","Podospora","13","Saprotroph-Symbiotroph","Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph","Microfungus","NULL","Possible"
"ASV_2534",";Trechispora;NA","Trechispora","13","Saprotroph","Wood Saprotroph","Corticioid","White Rot","Highly Probable"
"ASV_2539",";Sarocladium;NA","Sarocladium","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_254",";Podospora;NA","Podospora","13","Saprotroph-Symbiotroph","Dung Saprotroph-Endophyte-Litter Saprotroph-Undefined Saprotroph","Microfungus","NULL","Possible"
"ASV_2542",";Keissleriella;taminensis","Keissleriella","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2548",";Epicoccum;NA","Epicoccum","13","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph","Microfungus","NULL","Probable"
"ASV_2549",";Phialemonium;inflatum","Phialemonium","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_255",";Phomatospora;biseriata","Phomatospora","13","Saprotroph","Dung Saprotroph","Microfungus","NULL","Highly Probable"
"ASV_2555",";Apiosordaria;stercoraria","Apiosordaria","13","Saprotroph","Dung Saprotroph-Undefined Saprotroph","NULL","NULL","Highly Probable"
"ASV_256",";Filobasidium;NA","Filobasidium","13","Saprotroph","Undefined Saprotroph","Facultative Yeast","NULL","Highly Probable"
"ASV_2564",";Preussia;NA","Preussia","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2566",";Talaromyces;sayulitensis","Talaromyces","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2568",";Glomus;indicum","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_257",";Coprinopsis;friesii","Coprinopsis","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2571",";Septoglomus;viscosum","Septoglomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2575",";Marasmius;NA","Marasmius","13","Pathotroph-Saprotroph-Symbiotroph","Endophyte-Plant Pathogen-Undefined Saprotroph","Agaricoid","NULL","Probable"
"ASV_258",";Glomus;tetrastratosum","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2581",";Metarhizium;anisopliae","Metarhizium","13","Pathotroph","Animal Pathogen","NULL","NULL","Probable"
"ASV_2583",";Glomus;compressum","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2585",";Myxarium;NA","Myxarium","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2586",";Plenodomus;biglobosus","Plenodomus","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_259",";Neosetophoma;NA","Neosetophoma","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2593",";Articulospora;NA","Articulospora","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_260",";Waitea;circinata","Waitea","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable"
"ASV_2603",";Lycoperdon;pratense","Lycoperdon","13","Saprotroph","Undefined Saprotroph","Gasteroid","NULL","Probable"
"ASV_261",";Remispora;stellata","Remispora","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2610",";Gongronella;butleri","Gongronella","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2611",";Glomus;macrocarpum","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2616",";Rhizophagus;irregularis","Rhizophagus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2617",";Glomus;compressum","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2619",";Metarhizium;marquandii","Metarhizium","13","Pathotroph","Animal Pathogen","NULL","NULL","Probable"
"ASV_2621",";Cistella;NA","Cistella","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2626",";Thanatephorus;cucumeris","Thanatephorus","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable"
"ASV_2630",";Claroideoglomus;NA","Claroideoglomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2632",";Funneliformis;mosseae","Funneliformis","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2634",";Mortierella;hyalina","Mortierella","13","Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Microfungus","NULL","Probable"
"ASV_2639",";Scytalidium;NA","Scytalidium","13","Saprotroph","Wood Saprotroph","NULL","Soft Rot","Probable"
"ASV_2642",";Mortierella;hyalina","Mortierella","13","Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Microfungus","NULL","Probable"
"ASV_2647",";Arthrocladium;fulminans","Arthrocladium","13","Pathotroph-Saprotroph","Animal Pathogen-Undefined Saprotroph","Microfungus","NULL","Probable"
"ASV_2649",";Kockovaella;litseae","Kockovaella","13","Symbiotroph","Epiphyte","Yeast","NULL","Probable"
"ASV_265",";Trichometasphaeria;NA","Trichometasphaeria","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable"
"ASV_2650",";Glomus;macrocarpum","Glomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2651",";Corymbiglomus;corymbiforme","Corymbiglomus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Probable"
"ASV_2654",";Mortierella;NA","Mortierella","13","Saprotroph-Symbiotroph","Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph","Microfungus","NULL","Probable"
"ASV_2657",";Endogone;NA","Endogone","13","Symbiotroph","Ectomycorrhizal","Gasteroid","Hypogeous","Probable"
"ASV_2658",";Agaricus;NA","Agaricus","13","Saprotroph","Undefined Saprotroph","Agaricoid-Gasteroid-Secotioid","NULL","Probable"
"ASV_266",";Rhizophagus;irregularis","Rhizophagus","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
"ASV_2660",";Coniochaeta;NA","Coniochaeta","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Dung Saprotroph-Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph","Microfungus","NULL","Possible"
"ASV_2661",";Olpidium;brassicae","Olpidium","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable"
"ASV_2663",";Funneliformis;mosseae","Funneliformis","13","Symbiotroph","Arbuscular Mycorrhizal","NULL","NULL","Highly Probable"
